,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Cross,Corner,Throughball,Freekick,Throwin,Other,Total_Assists,Rating
4388,Adnan Januzaj,2017/2018,Real Sociedad,Spain-La-Liga,SLL,28,1580,-,-,1,-,-,4,5,6.86
4389,Adnan Januzaj,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,6,368,-,-,-,-,-,1,1,7.46
4390,Adnan Januzaj,2016/2017,Sunderland,England-Premier-League,EPL,25,1630,-,-,-,-,-,3,3,6.52
4391,Adnan Januzaj,2015/2016,Borussia Dort..,Germany-Bundesliga,GB,6,160,-,-,1,-,-,-,1,6.53
4392,Adnan Januzaj,2015/2016,Borussia Dort..,Europe-UEFA-Europa-League,UEL,5,331,-,-,-,-,-,-,-,6.8
4393,Adnan Januzaj,2015/2016,Manchester Un..,England-Premier-League,EPL,5,144,-,-,-,-,-,-,-,6.33
4394,Adnan Januzaj,2014/2015,Manchester Un..,England-Premier-League,EPL,18,850,-,-,-,-,-,-,-,6.47
4395,Adnan Januzaj,2013/2014,Manchester Un..,Europe-UEFA-Champions-League,UCL,2,99,-,-,-,-,-,-,-,6.52
4396,Adnan Januzaj,2013/2014,Manchester Un..,England-Premier-League,EPL,27,1641,1,-,2,-,-,-,3,6.96
4397,Adnan Januzaj,2014,Belgium,International-FIFA-World-Cup,WC,1,60,-,-,-,-,-,-,-,6.67
4398,Leander Dendoncker,2017/2018,Anderlecht,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,6.1
4399,Leander Dendoncker,2016/2017,Anderlecht,Europe-UEFA-Europa-League,UEL,12,1080,-,-,-,-,-,-,-,7.25
4400,Leander Dendoncker,2015/2016,Anderlecht,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,-,-,-,6.76
4401,Leander Dendoncker,2014/2015,Anderlecht,Europe-UEFA-Champions-League,UCL,4,140,-,-,-,-,-,-,-,6.43
4402,Leander Dendoncker,2014/2015,Anderlecht,Europe-UEFA-Europa-League,UEL,2,171,-,-,-,-,-,-,-,7.0
4403,Fidel Escobar,2018,New York Red ..,USA-Major-League-Soccer,UMLS,2,169,-,-,-,-,-,-,-,7.32
4404,Fidel Escobar,2017,New York Red ..,USA-Major-League-Soccer,UMLS,6,482,-,-,-,-,-,-,-,6.97
4405,Mouez Hassen,2015/2016,Nice,France-Ligue-1,FL1,14,1075,-,-,-,-,-,-,-,6.77
4406,Mouez Hassen,2014/2015,Nice,France-Ligue-1,FL1,30,2700,-,-,-,-,-,-,-,6.46
4407,Mouez Hassen,2013/2014,Nice,France-Ligue-1,FL1,5,361,-,-,-,-,-,-,-,6.45
4408,Ellyes Skhiri,2017/2018,Montpellier,France-Ligue-1,FL1,35,3052,-,-,-,-,-,1,1,7.13
4409,Ellyes Skhiri,2016/2017,Montpellier,France-Ligue-1,FL1,37,3286,-,-,-,-,-,1,1,7.02
4410,Ellyes Skhiri,2015/2016,Montpellier,France-Ligue-1,FL1,12,814,-,-,-,-,-,-,-,7.0
4411,Ellyes Skhiri,2014/2015,Montpellier,France-Ligue-1,FL1,2,91,-,-,-,-,-,1,1,6.78
4412,Saîf-Eddine Khaoui,2017/2018,Troyes,France-Ligue-1,FL1,32,1960,1,1,-,-,-,1,2,6.81
4413,Saîf-Eddine Khaoui,2016/2017,Marseille,France-Ligue-1,FL1,9,144,-,-,-,-,-,-,-,6.17
4414,Yerry Mina,2017/2018,Barcelona,Spain-La-Liga,SLL,5,370,-,-,-,-,-,1,1,6.89
4415,Yerry Mina,2017,Palmeiras,Brazil-Brasileirão,BSA,15,1324,-,-,1,-,-,-,1,7.19
4416,Yerry Mina,2016,Palmeiras,Brazil-Brasileirão,BSA,13,990,-,-,-,-,-,1,1,7.29
4417,Bernardo Silva,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,9,563,-,-,-,-,-,2,2,7.2
4418,Bernardo Silva,2017/2018,Manchester Ci..,England-Premier-League,EPL,35,1520,2,-,-,-,-,2,4,6.79
4419,Bernardo Silva,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,11,921,-,-,-,-,-,1,1,6.97
4420,Bernardo Silva,2016/2017,Monaco,France-Ligue-1,FL1,37,2800,1,-,-,-,-,8,9,7.29
4421,Bernardo Silva,2015/2016,Monaco,Europe-UEFA-Europa-League,UEL,6,481,-,-,-,-,-,-,-,6.64
4422,Bernardo Silva,2015/2016,Monaco,France-Ligue-1,FL1,32,2240,-,-,-,-,-,1,1,7.0
4423,Bernardo Silva,2015,Portugal U21,International-EURO-U-21,IEU,5,398,-,-,-,-,-,-,-,7.68
4424,Bernardo Silva,2014/2015,Monaco,Europe-UEFA-Champions-League,UCL,7,197,-,-,-,-,-,1,1,6.58
4425,Bernardo Silva,2014/2015,Monaco,France-Ligue-1,FL1,32,2287,-,-,-,-,-,3,3,7.23
4426,Raheem Sterling,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,8,497,-,-,-,-,-,1,1,7.4
4427,Raheem Sterling,2017/2018,Manchester Ci..,England-Premier-League,EPL,33,2593,-,-,1,-,-,10,11,7.55
4428,Raheem Sterling,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,577,-,-,2,-,-,1,3,7.25
4429,Raheem Sterling,2016/2017,Manchester Ci..,England-Premier-League,EPL,33,2517,-,-,-,-,-,6,6,7.05
4430,Raheem Sterling,2015/2016,Manchester Ci..,Europe-UEFA-Champions-League,UCL,10,578,-,-,-,-,-,2,2,7.19
4431,Raheem Sterling,2015/2016,Manchester Ci..,England-Premier-League,EPL,31,1928,-,-,-,-,-,2,2,6.78
4432,Raheem Sterling,2014/2015,Liverpool,Europe-UEFA-Champions-League,UCL,6,463,1,-,-,-,-,-,1,6.92
4433,Raheem Sterling,2014/2015,Liverpool,Europe-UEFA-Europa-League,UEL,2,103,-,-,-,-,-,-,-,6.1
4434,Raheem Sterling,2014/2015,Liverpool,England-Premier-League,EPL,35,3053,-,-,-,-,-,7,7,7.27
4435,Raheem Sterling,2016,England,International-European-Championship,UEC,3,193,-,-,-,-,-,-,-,6.55
4436,Raheem Sterling,2013/2014,Liverpool,England-Premier-League,EPL,33,2221,-,-,2,-,-,3,5,7.4
4437,Raheem Sterling,2014,England,International-FIFA-World-Cup,WC,3,183,-,-,-,-,-,-,-,6.54
4438,Raheem Sterling,2012/2013,Liverpool,Europe-UEFA-Europa-League,UEL,7,187,-,-,-,-,-,-,-,6.14
4439,Raheem Sterling,2012/2013,Liverpool,England-Premier-League,EPL,24,1749,-,-,1,-,-,1,2,6.97
4440,Raheem Sterling,2011/2012,Liverpool,England-Premier-League,EPL,3,25,-,-,-,-,-,-,-,6.1
4441,Karol Linetty,2017/2018,Sampdoria,Italy-Serie-A,ISA,29,2133,-,-,-,-,-,2,2,6.71
4442,Karol Linetty,2016/2017,Sampdoria,Italy-Serie-A,ISA,35,2386,-,-,-,-,-,4,4,6.74
4443,Karol Linetty,2015/2016,Lech Poznan,Europe-UEFA-Europa-League,UEL,5,336,-,-,-,-,-,-,-,6.61
4444,M'Baye Niang,2017/2018,Torino,Italy-Serie-A,ISA,26,1540,-,-,-,-,-,1,1,6.69
4445,M'Baye Niang,2016/2017,AC Milan,Italy-Serie-A,ISA,18,1123,2,-,-,-,-,-,2,6.55
4446,M'Baye Niang,2016/2017,Watford,England-Premier-League,EPL,16,1254,1,-,1,-,-,-,2,6.75
4447,M'Baye Niang,2015/2016,AC Milan,Italy-Serie-A,ISA,16,1162,2,1,-,-,-,2,4,7.02
4448,M'Baye Niang,2014/2015,Genoa,Italy-Serie-A,ISA,14,971,1,-,-,-,-,1,2,7.02
4449,M'Baye Niang,2014/2015,AC Milan,Italy-Serie-A,ISA,5,87,-,-,-,-,-,-,-,6.24
4450,M'Baye Niang,2013/2014,AC Milan,Italy-Serie-A,ISA,8,237,-,-,-,-,-,1,1,6.51
4451,M'Baye Niang,2013/2014,Montpellier,France-Ligue-1,FL1,19,1386,-,-,-,-,-,2,2,6.77
4452,M'Baye Niang,2012/2013,AC Milan,Italy-Serie-A,ISA,20,869,-,-,-,-,-,1,1,6.68
4453,M'Baye Niang,2012/2013,AC Milan,Europe-UEFA-Champions-League,UCL,2,77,-,-,-,-,-,-,-,5.94
4454,M'Baye Niang,2011/2012,Caen,France-Ligue-1,FL1,23,1053,-,-,-,-,-,-,-,6.36
4455,M'Baye Niang,2010/2011,Caen,France-Ligue-1,FL1,7,343,-,-,-,-,-,-,-,6.86
4456,Aleksandr Golovin,2017/2018,CSKA Moscow,Europe-UEFA-Europa-League,UEL,5,450,-,-,-,-,-,-,-,7.43
4457,Aleksandr Golovin,2017/2018,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,537,-,-,-,-,-,1,1,6.78
4458,Aleksandr Golovin,2017/2018,CSKA Moscow,Russia-Premier-League,RPL,27,2283,-,-,-,-,-,3,3,7.25
4459,Aleksandr Golovin,2016/2017,CSKA Moscow,Russia-Premier-League,RPL,30,2524,1,-,1,-,-,1,3,7.23
4460,Aleksandr Golovin,2016/2017,CSKA Moscow,Europe-UEFA-Champions-League,UCL,6,496,-,-,-,-,-,-,-,6.86
4461,Aleksandr Golovin,2015/2016,CSKA Moscow,Russia-Premier-League,RPL,17,621,-,-,-,-,-,-,-,6.49
4462,Aleksandr Golovin,2015/2016,CSKA Moscow,Europe-UEFA-Champions-League,UCL,1,16,-,-,-,-,-,-,-,6.16
4463,Aleksandr Golovin,2014/2015,CSKA Moscow,Russia-Premier-League,RPL,7,121,-,-,1,-,-,-,1,6.38
4464,Aleksandr Golovin,2016,Russia,International-European-Championship,UEC,3,161,-,-,-,-,-,-,-,6.18
4465,Anton Miranchuk,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,10,690,-,-,-,-,-,1,1,6.53
4466,Anton Miranchuk,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,29,1980,-,-,2,-,-,3,5,6.76
4467,Anton Miranchuk,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,3,82,-,-,-,-,-,-,-,6.07
4468,Nahitan Nández,2017/2018,Boca Juniors,,APD,24,1887,-,-,-,-,-,-,-,6.96
4469,Lucas Torreira,2017/2018,Sampdoria,Italy-Serie-A,ISA,36,3185,1,-,-,1,-,-,1,7.17
4470,Lucas Torreira,2016/2017,Sampdoria,Italy-Serie-A,ISA,35,3049,-,-,-,-,-,-,-,6.98
4471,Álvaro Odriozola,2017/2018,Real Sociedad,Spain-La-Liga,SLL,35,2918,3,-,-,-,-,1,4,6.53
4472,Álvaro Odriozola,2017/2018,Real Sociedad,Europe-UEFA-Europa-League,UEL,6,540,-,-,-,-,-,-,-,7.18
4473,Álvaro Odriozola,2016/2017,Real Sociedad,Spain-La-Liga,SLL,15,1285,1,-,-,-,-,3,4,6.61
4474,Robert Skov,2017/2018,FC Copenhagen,,UEL,2,117,-,-,-,-,-,-,-,6.71
4475,Presnel Kimpembe,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,3,198,-,-,-,-,-,-,-,6.53
4476,Presnel Kimpembe,2017/2018,Paris Saint G..,France-Ligue-1,FL1,28,2425,-,-,-,-,-,-,-,6.84
4477,Presnel Kimpembe,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,1,90,-,-,-,-,-,-,-,7.25
4478,Presnel Kimpembe,2016/2017,Paris Saint G..,France-Ligue-1,FL1,19,1710,-,-,-,-,-,-,-,7.06
4479,Presnel Kimpembe,2015/2016,Paris Saint G..,France-Ligue-1,FL1,6,426,-,-,-,-,-,-,-,7.28
4480,Presnel Kimpembe,2014/2015,Paris Saint G..,France-Ligue-1,FL1,1,14,-,-,-,-,-,-,-,6.27
4481,Benjamin Pavard,2017/2018,VfB Stuttgart,Germany-Bundesliga,GB,34,3060,-,-,-,-,-,-,-,7.1
4482,Benjamin Pavard,2016/2017,VfB Stuttgart,Germany-Bundesliga-II,GB2,21,1702,-,-,1,-,-,1,2,7.25
4483,Benjamin Pavard,2015/2016,Lille,France-Ligue-1,FL1,13,635,-,-,-,-,-,-,-,6.57
4484,Benjamin Pavard,2014/2015,Lille,France-Ligue-1,FL1,8,508,-,-,-,-,-,-,-,6.67
4485,Lucas Hernández,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,27,2117,-,-,-,-,-,1,1,7.24
4486,Lucas Hernández,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,8,614,-,-,-,-,-,1,1,7.06
4487,Lucas Hernández,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,-,-,-,-,6.67
4488,Lucas Hernández,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,15,1253,-,-,-,-,-,-,-,7.04
4489,Lucas Hernández,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,4,305,-,-,-,-,-,-,-,6.92
4490,Lucas Hernández,2015/2016,Atletico Madr..,Spain-La-Liga,SLL,10,834,-,-,-,-,-,-,-,7.04
4491,Lucas Hernández,2015/2016,Atletico Madr..,Europe-UEFA-Champions-League,UCL,3,181,-,-,-,-,-,-,-,6.59
4492,Lucas Hernández,2014/2015,Atletico Madr..,Spain-La-Liga,SLL,1,2,-,-,-,-,-,-,-,6.0
4493,Renato Tapia,2017/2018,Feyenoord,Europe-UEFA-Champions-League,UCL,4,330,-,-,-,-,-,-,-,6.43
4494,Renato Tapia,2017/2018,Feyenoord,Netherlands-Eredivisie,NE,15,1243,-,-,-,-,-,-,-,7.3
4495,Renato Tapia,2016/2017,Feyenoord,Netherlands-Eredivisie,NE,8,176,-,-,-,-,-,-,-,6.37
4496,Renato Tapia,2016/2017,Feyenoord,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,-,-,-,-,7.14
4497,Renato Tapia,2015/2016,Twente,Netherlands-Eredivisie,NE,14,851,-,-,-,-,-,-,-,6.89
4498,Renato Tapia,2015/2016,Feyenoord,Netherlands-Eredivisie,NE,3,144,-,-,-,-,-,-,-,6.31
4499,Renato Tapia,2014/2015,Twente,Netherlands-Eredivisie,NE,17,1119,-,-,-,-,-,-,-,6.94
4500,Giovani Lo Celso,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,151,-,-,-,-,-,1,1,6.22
4501,Giovani Lo Celso,2017/2018,Paris Saint G..,France-Ligue-1,FL1,33,1769,1,1,-,-,-,2,3,7.06
4502,Giovani Lo Celso,2016/2017,Rosario Centr..,Argentina-Primera-División,APD,9,629,-,-,1,-,-,1,2,6.76
4503,Giovani Lo Celso,2016/2017,Paris Saint G..,France-Ligue-1,FL1,4,81,-,-,1,-,-,1,2,6.72
4504,Giovani Lo Celso,2016,Rosario Centr..,Argentina-Primera-División,APD,14,996,2,-,1,2,-,2,5,7.17
4505,Cristian Pavón,2017/2018,Boca Juniors,Argentina-Primera-División,APD,26,2283,2,-,-,-,-,9,11,7.57
4506,Cristian Pavón,2016/2017,Boca Juniors,Argentina-Primera-División,APD,30,2585,2,-,-,-,-,7,9,7.37
4507,Cristian Pavón,2016,Boca Juniors,Argentina-Primera-División,APD,3,205,-,-,-,-,-,-,-,6.48
4508,Tin Jedvaj,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,10,599,-,-,-,-,-,-,-,6.42
4509,Tin Jedvaj,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,18,1423,-,-,-,-,-,-,-,6.72
4510,Tin Jedvaj,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,4,286,-,-,-,-,-,-,-,6.96
4511,Tin Jedvaj,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,15,956,-,-,-,-,-,-,-,6.53
4512,Tin Jedvaj,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,3,265,1,-,-,-,-,-,1,6.6
4513,Tin Jedvaj,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,22,1663,-,-,-,-,-,1,1,6.97
4514,Tin Jedvaj,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,3,138,-,-,-,-,-,-,-,6.58
4515,Tin Jedvaj,2016,Croatia,International-European-Championship,UEC,1,90,-,-,-,-,-,-,-,6.63
4516,Tin Jedvaj,2013/2014,Roma,Italy-Serie-A,ISA,2,97,-,-,-,-,-,-,-,6.71
4517,Samúel Friðjónsson,2017,Vaalerenga,,NE,11,582,-,-,-,-,-,-,-,6.52
4518,Tyronne Ebuehi,2017/2018,ADO Den Haag,Netherlands-Eredivisie,NE,28,2375,1,-,-,-,-,1,2,6.83
4519,Tyronne Ebuehi,2016/2017,ADO Den Haag,Netherlands-Eredivisie,NE,29,2486,1,-,-,-,-,-,1,6.68
4520,Tyronne Ebuehi,2015/2016,ADO Den Haag,Netherlands-Eredivisie,NE,14,1231,-,-,-,-,-,-,-,6.57
4521,Tyronne Ebuehi,2014/2015,ADO Den Haag,Netherlands-Eredivisie,NE,7,278,-,-,-,-,-,-,-,6.24
4522,Oghenekaro Etebo,2017/2018,Las Palmas,Spain-La-Liga,SLL,14,1216,-,-,-,-,-,1,1,6.91
4523,Oghenekaro Etebo,2017/2018,Feirense,Portugal-Liga-NOS,PLN,18,1620,-,-,-,-,-,1,1,6.78
4524,Oghenekaro Etebo,2016/2017,Feirense,Portugal-Liga-NOS,PLN,23,1906,-,-,-,-,-,-,-,6.61
4525,Moses Simon,2016/2017,Gent,Europe-UEFA-Europa-League,UEL,8,530,1,-,-,-,-,-,1,6.6
4526,Moses Simon,2015/2016,Gent,Europe-UEFA-Champions-League,UCL,5,295,1,-,-,-,-,-,1,6.74
4527,Niklas Süle,2017/2018,Bayern Munich,Germany-Bundesliga,GB,27,1919,-,-,-,-,-,1,1,6.9
4528,Niklas Süle,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,644,-,-,-,-,-,-,-,6.55
4529,Niklas Süle,2016/2017,Hoffenheim,Germany-Bundesliga,GB,33,2887,-,-,-,-,-,2,2,6.99
4530,Niklas Süle,2015/2016,Hoffenheim,Germany-Bundesliga,GB,33,2970,-,-,-,-,-,1,1,6.86
4531,Niklas Süle,2014/2015,Hoffenheim,Germany-Bundesliga,GB,15,1270,-,-,-,-,-,-,-,7.2
4532,Niklas Süle,2013/2014,Hoffenheim,Germany-Bundesliga,GB,25,1887,-,-,-,-,-,-,-,7.15
4533,Niklas Süle,2012/2013,Hoffenheim,Germany-Bundesliga,GB,2,87,-,-,-,-,-,-,-,5.84
4534,Jonathan Tah,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,28,2427,-,-,-,-,-,2,2,6.95
4535,Jonathan Tah,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,19,1637,-,-,-,-,-,1,1,6.92
4536,Jonathan Tah,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,-,-,-,-,7.18
4537,Jonathan Tah,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,29,2566,-,-,-,-,-,-,-,7.19
4538,Jonathan Tah,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,4,360,-,-,-,-,-,1,1,7.08
4539,Jonathan Tah,2015/2016,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,-,-,-,-,7.2
4540,Jonathan Tah,2013/2014,Hamburger SV,Germany-Bundesliga,GB,16,1279,-,-,-,-,-,-,-,7.01
4541,Julian Brandt,2017/2018,Bayer Leverku..,Germany-Bundesliga,GB,34,2337,1,-,-,-,-,2,3,6.98
4542,Julian Brandt,2016/2017,Bayer Leverku..,Germany-Bundesliga,GB,32,2306,-,-,1,-,-,7,8,6.95
4543,Julian Brandt,2016/2017,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,8,534,-,-,-,-,-,-,-,6.92
4544,Julian Brandt,2015/2016,Bayer Leverku..,Germany-Bundesliga,GB,29,1626,-,-,1,-,-,2,3,6.84
4545,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Europa-League,UEL,4,292,-,-,-,-,-,-,-,6.51
4546,Julian Brandt,2015/2016,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,6,86,-,-,-,-,-,-,-,6.22
4547,Julian Brandt,2014/2015,Bayer Leverku..,Germany-Bundesliga,GB,25,1112,-,-,-,-,-,2,2,6.71
4548,Julian Brandt,2014/2015,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,5,119,-,-,-,-,-,-,-,6.11
4549,Julian Brandt,2013/2014,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,2,68,-,-,-,-,-,-,-,5.92
4550,Julian Brandt,2013/2014,Bayer Leverku..,Germany-Bundesliga,GB,12,597,-,-,1,-,-,1,2,6.66
4551,Timo Werner,2017/2018,RasenBallspor..,Germany-Bundesliga,GB,32,2493,-,-,-,-,-,7,7,6.9
4552,Timo Werner,2017/2018,RasenBallspor..,Europe-UEFA-Europa-League,UEL,5,445,-,-,2,-,-,-,2,7.48
4553,Timo Werner,2017/2018,RasenBallspor..,Europe-UEFA-Champions-League,UCL,6,331,-,-,-,-,-,-,-,6.79
4554,Timo Werner,2016/2017,RasenBallspor..,Germany-Bundesliga,GB,31,2435,1,-,-,-,-,4,5,7.29
4555,Timo Werner,2015/2016,VfB Stuttgart,Germany-Bundesliga,GB,33,2200,-,-,-,-,-,3,3,6.44
4556,Timo Werner,2014/2015,VfB Stuttgart,Germany-Bundesliga,GB,32,1625,-,-,-,-,-,1,1,6.4
4557,Timo Werner,2013/2014,VfB Stuttgart,Germany-Bundesliga,GB,30,1549,1,-,-,-,-,4,5,6.63
4558,Hirving Lozano,2017/2018,PSV Eindhoven,,NE,29,2350,4,3,1,2,-,2,8,7.9
4559,Hwang Hee-chan,2017/2018,Salzburg,Europe-UEFA-Europa-League,UEL,9,491,-,-,-,-,-,-,-,6.63
4560,Hwang Hee-chan,2016/2017,Salzburg,Europe-UEFA-Europa-League,UEL,3,52,-,-,-,-,-,-,-,6.66
4561,Ruben Loftus-Cheek,2017/2018,Crystal Palac..,England-Premier-League,EPL,24,1875,-,-,-,-,-,3,3,7.08
4562,Ruben Loftus-Cheek,2016/2017,Chelsea,England-Premier-League,EPL,6,31,-,-,-,-,-,-,-,6.09
4563,Ruben Loftus-Cheek,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,1,77,-,-,-,-,-,-,-,8.16
4564,Ruben Loftus-Cheek,2015/2016,Chelsea,England-Premier-League,EPL,13,408,-,-,-,-,-,-,-,6.49
4565,Ruben Loftus-Cheek,2015,England U21,International-EURO-U-21,IEU,2,44,-,-,-,-,-,1,1,6.55
4566,Ruben Loftus-Cheek,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,1,7,-,-,-,-,-,-,-,6.52
4567,Ruben Loftus-Cheek,2014/2015,Chelsea,England-Premier-League,EPL,3,134,-,-,-,-,-,-,-,6.33
4568,Dávinson Sánchez,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,8,720,-,-,-,-,-,-,-,6.74
4569,Dávinson Sánchez,2017/2018,Tottenham,England-Premier-League,EPL,31,2535,-,-,-,-,-,-,-,6.94
4570,Dávinson Sánchez,2016/2017,Ajax,Netherlands-Eredivisie,NE,32,2764,-,-,-,-,-,2,2,7.31
4571,Dávinson Sánchez,2016/2017,Ajax,Europe-UEFA-Europa-League,UEL,12,1080,-,-,-,-,-,-,-,7.24
4572,Alex Iwobi,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,6,335,-,-,-,-,-,1,1,6.83
4573,Alex Iwobi,2017/2018,Arsenal,England-Premier-League,EPL,26,1844,1,-,1,-,-,3,5,6.88
4574,Alex Iwobi,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,7,411,-,-,-,-,-,-,-,6.41
4575,Alex Iwobi,2016/2017,Arsenal,England-Premier-League,EPL,26,1463,-,-,1,-,-,2,3,6.72
4576,Alex Iwobi,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,2,77,-,-,-,-,-,-,-,6.29
4577,Alex Iwobi,2015/2016,Arsenal,England-Premier-League,EPL,13,632,-,-,2,-,-,-,2,6.78
4578,Dele Alli,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,5,427,-,-,1,-,-,3,4,7.73
4579,Dele Alli,2017/2018,Tottenham,England-Premier-League,EPL,36,2972,2,-,3,-,-,5,10,7.09
4580,Dele Alli,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,6,532,-,-,-,-,-,-,-,6.89
4581,Dele Alli,2016/2017,Tottenham,England-Premier-League,EPL,37,3045,-,-,1,-,-,6,7,7.35
4582,Dele Alli,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,129,-,-,-,-,-,-,-,5.59
4583,Dele Alli,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,9,627,-,-,-,-,-,2,2,6.85
4584,Dele Alli,2015/2016,Tottenham,England-Premier-League,EPL,33,2482,1,-,2,1,-,6,9,7.35
4585,Dele Alli,2016,England,International-European-Championship,UEC,4,301,-,-,-,-,-,1,1,6.79
4586,Jan Bednarek,2017/2018,Southampton,,EPL,5,428,-,-,-,-,-,-,-,6.67
4587,Andreas Christensen,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,6,454,-,-,-,-,-,-,-,6.45
4588,Andreas Christensen,2017/2018,Chelsea,England-Premier-League,EPL,27,2071,-,-,-,-,-,-,-,6.8
4589,Andreas Christensen,2016/2017,Borussia M.Gl..,Germany-Bundesliga,GB,31,2782,-,-,-,-,-,-,-,7.01
4590,Andreas Christensen,2016/2017,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,-,-,-,-,6.5
4591,Andreas Christensen,2016/2017,Borussia M.Gl..,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,-,-,-,-,7.61
4592,Andreas Christensen,2015/2016,Borussia M.Gl..,Germany-Bundesliga,GB,31,2790,-,-,-,-,-,1,1,7.08
4593,Andreas Christensen,2015/2016,Borussia M.Gl..,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,-,-,-,-,7.1
4594,Andreas Christensen,2015,Denmark U21,International-EURO-U-21,IEU,4,360,-,-,-,-,-,1,1,6.67
4595,Andreas Christensen,2014/2015,Chelsea,England-Premier-League,EPL,1,12,-,-,-,-,-,-,-,6.08
4596,Marco Asensio,2017/2018,Real Madrid,Spain-La-Liga,SLL,32,1839,1,-,1,-,-,4,6,7.02
4597,Marco Asensio,2017/2018,Real Madrid,Europe-UEFA-Champions-League,UCL,12,475,1,-,-,-,-,-,1,6.67
4598,Marco Asensio,2016/2017,Real Madrid,Spain-La-Liga,SLL,23,1077,-,-,-,-,-,2,2,6.84
4599,Marco Asensio,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,8,225,1,-,-,-,-,-,1,6.72
4600,Marco Asensio,2015/2016,Espanyol,Spain-La-Liga,SLL,34,2833,5,2,1,1,-,4,10,7.03
4601,Leroy Sané,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,9,653,1,1,-,-,-,1,2,6.82
4602,Leroy Sané,2017/2018,Manchester Ci..,England-Premier-League,EPL,32,2423,6,3,1,-,-,8,15,7.54
4603,Leroy Sané,2016/2017,Manchester Ci..,Europe-UEFA-Champions-League,UCL,4,281,-,-,-,-,-,2,2,7.31
4604,Leroy Sané,2016/2017,Manchester Ci..,England-Premier-League,EPL,26,1788,-,-,-,-,-,3,3,7.06
4605,Leroy Sané,2015/2016,Schalke 04,Germany-Bundesliga,GB,33,2314,-,-,-,-,-,6,6,7.1
4606,Leroy Sané,2015/2016,Schalke 04,Europe-UEFA-Europa-League,UEL,7,547,-,-,1,-,-,-,1,7.33
