,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Yellow,Red,Rating
359,David de Gea,2013/2014,Manchester Un..,Europe-UEFA-Champions-League,UCL,10,900,-,-,6.65
360,David de Gea,2013/2014,Manchester Un..,England-Premier-League,EPL,37,3330,1,-,6.6
361,David de Gea,2013,Spain U21,International-EURO-U-21,IEU,5,450,-,-,6.75
362,David de Gea,2012/2013,Manchester Un..,Europe-UEFA-Champions-League,UCL,7,630,-,-,6.85
363,David de Gea,2012/2013,Manchester Un..,England-Premier-League,EPL,28,2520,-,-,6.86
364,David de Gea,2011/2012,Manchester Un..,Europe-UEFA-Champions-League,UCL,4,360,-,-,6.06
365,David de Gea,2011/2012,Manchester Un..,England-Premier-League,EPL,29,2610,-,-,6.98
366,David de Gea,2010/2011,Atletico Madr..,Spain-La-Liga,SLL,38,3420,1,-,6.93
367,David de Gea,2009/2010,Atletico Madr..,Spain-La-Liga,SLL,19,1710,1,-,6.75
368,David de Gea,2009/2010,Atletico Madr..,Europe-UEFA-Champions-League,UCL,1,64,-,-,7.23
369,Kevin Trapp,2017/2018,Paris Saint G..,France-Ligue-1,FL1,4,360,-,-,6.86
370,Kevin Trapp,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,2,180,-,-,6.5
371,Kevin Trapp,2016/2017,Paris Saint G..,France-Ligue-1,FL1,24,2124,-,-,7.02
372,Kevin Trapp,2015/2016,Paris Saint G..,Europe-UEFA-Champions-League,UCL,10,900,1,-,6.94
373,Kevin Trapp,2015/2016,Paris Saint G..,France-Ligue-1,FL1,35,3106,-,-,6.78
374,Kevin Trapp,2014/2015,Eintracht Fra..,Germany-Bundesliga,GB,22,1980,1,-,6.77
375,Kevin Trapp,2013/2014,Eintracht Fra..,Europe-UEFA-Europa-League,UEL,7,630,-,-,7.12
376,Kevin Trapp,2013/2014,Eintracht Fra..,Germany-Bundesliga,GB,34,3047,2,-,6.8
377,Kevin Trapp,2012/2013,Eintracht Fra..,Germany-Bundesliga,GB,26,2340,-,-,6.83
378,Kevin Trapp,2011/2012,Kaiserslauter..,Germany-Bundesliga,GB,23,2070,1,-,6.71
379,Kevin Trapp,2010/2011,Kaiserslauter..,Germany-Bundesliga,GB,9,810,-,-,7.07
380,Łukasz Skorupski,2017/2018,Roma,Italy-Serie-A,ISA,1,90,-,-,7.63
381,Łukasz Skorupski,2016/2017,Empoli,Italy-Serie-A,ISA,35,3150,2,-,7.0
382,Łukasz Skorupski,2015/2016,Empoli,Italy-Serie-A,ISA,31,2790,2,-,6.76
383,Łukasz Skorupski,2014/2015,Roma,Italy-Serie-A,ISA,3,270,-,-,6.37
384,Łukasz Skorupski,2014/2015,Roma,Europe-UEFA-Champions-League,UCL,2,180,-,-,6.19
385,Łukasz Skorupski,2014/2015,Roma,Europe-UEFA-Europa-League,UEL,4,360,-,-,6.36
386,Łukasz Skorupski,2013/2014,Roma,Italy-Serie-A,ISA,2,180,-,-,6.99
387,Łukasz Teodorczyk,2017/2018,Anderlecht,Europe-UEFA-Champions-League,UCL,6,389,1,-,6.34
388,Łukasz Teodorczyk,2016/2017,Anderlecht,Europe-UEFA-Europa-League,UEL,11,674,2,-,6.93
389,Łukasz Teodorczyk,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,4,97,-,-,6.1
390,Łukasz Teodorczyk,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,6,316,-,-,6.68
391,Šime Vrsaljko,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,21,1697,7,-,7.09
392,Šime Vrsaljko,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,4,146,1,1,6.13
393,Šime Vrsaljko,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,1,90,-,-,7.02
394,Šime Vrsaljko,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,14,924,2,-,6.95
395,Šime Vrsaljko,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,5,450,-,-,7.63
396,Šime Vrsaljko,2015/2016,Sassuolo,Italy-Serie-A,ISA,35,3062,8,1,7.17
397,Šime Vrsaljko,2014/2015,Sassuolo,Italy-Serie-A,ISA,21,1574,5,1,6.86
398,Šime Vrsaljko,2016,Croatia,International-European-Championship,UEC,2,91,1,-,5.83
399,Šime Vrsaljko,2013/2014,Genoa,Italy-Serie-A,ISA,22,1799,2,-,7.02
400,Šime Vrsaljko,2014,Croatia,International-FIFA-World-Cup,WC,2,148,-,-,6.77
401,Šime Vrsaljko,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,4,360,-,-,6.6
402,Šime Vrsaljko,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,2,180,-,-,5.93
403,Neymar,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,630,2,-,9.11
404,Neymar,2017/2018,Paris Saint G..,France-Ligue-1,FL1,20,1788,4,1,8.95
405,Neymar,2016/2017,Barcelona,Spain-La-Liga,SLL,30,2652,6,1,8.52
406,Neymar,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,9,797,5,-,8.24
407,Neymar,2015/2016,Barcelona,Spain-La-Liga,SLL,34,3057,6,-,8.43
408,Neymar,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,2,-,8.24
409,Neymar,2015,Brazil,International-Copa-America,ICA,2,180,2,1,7.56
410,Neymar,2014/2015,Barcelona,Spain-La-Liga,SLL,33,2573,6,-,7.96
411,Neymar,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,12,1027,1,-,7.92
412,Neymar,2013/2014,Barcelona,Spain-La-Liga,SLL,26,1742,6,-,7.51
413,Neymar,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,10,774,1,-,7.68
414,Neymar,2014,Brazil,International-FIFA-World-Cup,WC,5,428,1,-,8.09
415,Neymar,2013,Santos FC,Brazil-Brasileirão,BSA,1,90,-,-,7.39
416,Neymar,2013,Brazil,International-Confederations-Cup,ICC,5,413,1,-,8.29
417,Christian Eriksen,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,6,535,-,-,7.08
418,Christian Eriksen,2017/2018,Tottenham,England-Premier-League,EPL,37,3226,-,-,7.4
419,Christian Eriksen,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,6,451,-,-,7.04
420,Christian Eriksen,2016/2017,Tottenham,England-Premier-League,EPL,36,3167,-,-,7.53
421,Christian Eriksen,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,100,-,-,7.39
422,Christian Eriksen,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,7,574,-,-,6.94
423,Christian Eriksen,2015/2016,Tottenham,England-Premier-League,EPL,35,2942,2,-,7.45
424,Christian Eriksen,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,4,257,-,-,6.57
425,Christian Eriksen,2014/2015,Tottenham,England-Premier-League,EPL,38,3142,4,-,7.09
426,Christian Eriksen,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,9,455,1,-,6.91
427,Christian Eriksen,2013/2014,Tottenham,England-Premier-League,EPL,25,1984,3,-,7.22
428,Christian Eriksen,2013/2014,Ajax,Netherlands-Eredivisie,NE,4,360,1,-,8.02
429,Christian Eriksen,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,180,1,-,7.24
430,Christian Eriksen,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,6,540,-,-,7.25
431,Christian Eriksen,2012,Denmark,International-European-Championship,UEC,3,254,-,-,6.16
432,Christian Eriksen,2011/2012,Ajax,Europe-UEFA-Champions-League,UCL,6,530,-,-,7.27
433,Christian Eriksen,2010/2011,Ajax,Europe-UEFA-Champions-League,UCL,4,105,-,-,6.29
434,James Rodríguez,2017/2018,Bayern Munich,Germany-Bundesliga,GB,23,1627,2,-,7.63
435,James Rodríguez,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,779,1,-,7.05
436,James Rodríguez,2016/2017,Real Madrid,Spain-La-Liga,SLL,22,1180,1,-,7.27
437,James Rodríguez,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,6,318,-,-,6.81
438,James Rodríguez,2015/2016,Real Madrid,Spain-La-Liga,SLL,26,1518,1,-,7.32
439,James Rodríguez,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,5,265,-,-,7.09
440,James Rodríguez,2015,Colombia,International-Copa-America,ICA,4,360,2,-,6.86
441,James Rodríguez,2014/2015,Real Madrid,Spain-La-Liga,SLL,29,2290,5,-,7.85
442,James Rodríguez,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,9,705,3,-,7.33
443,James Rodríguez,2013/2014,Monaco,France-Ligue-1,FL1,34,2644,1,-,7.44
444,James Rodríguez,2014,Colombia,International-FIFA-World-Cup,WC,5,400,1,-,7.76
445,James Rodríguez,2012/2013,FC Porto,Europe-UEFA-Champions-League,UCL,8,615,1,-,7.17
446,James Rodríguez,2011/2012,FC Porto,Europe-UEFA-Champions-League,UCL,6,407,2,-,7.0
447,Sadio Mané,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,11,940,2,-,8.12
448,Sadio Mané,2017/2018,Liverpool,England-Premier-League,EPL,29,2207,3,1,7.27
449,Sadio Mané,2016/2017,Liverpool,England-Premier-League,EPL,27,2248,4,-,7.51
450,Sadio Mané,2015/2016,Southampton,England-Premier-League,EPL,37,2608,4,2,7.14
451,Sadio Mané,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,2,156,-,-,6.62
452,Sadio Mané,2014/2015,Southampton,England-Premier-League,EPL,30,2135,5,-,7.07
453,Sadio Mané,2013/2014,Salzburg,Europe-UEFA-Europa-League,UEL,9,714,1,1,8.01
454,Ferjani Sassi,2015,Tunisia,International-Africa-Cup-of-Nations,ACoN,3,196,1,-,6.63
455,Ferjani Sassi,2014/2015,Metz,France-Ligue-1,FL1,13,953,2,-,6.75
456,Santiago Arias,2017/2018,PSV Eindhoven,Netherlands-Eredivisie,NE,30,2664,5,-,7.25
457,Santiago Arias,2016/2017,PSV Eindhoven,Europe-UEFA-Champions-League,UCL,4,332,-,-,6.91
458,Santiago Arias,2016/2017,PSV Eindhoven,Netherlands-Eredivisie,NE,28,2509,3,-,7.37
459,Santiago Arias,2015/2016,PSV Eindhoven,Europe-UEFA-Champions-League,UCL,6,530,3,1,7.04
460,Santiago Arias,2015/2016,PSV Eindhoven,Netherlands-Eredivisie,NE,32,2847,8,1,7.38
461,Santiago Arias,2015,Colombia,International-Copa-America,ICA,2,180,1,-,7.08
462,Santiago Arias,2014/2015,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,4,344,1,-,6.73
463,Santiago Arias,2014/2015,PSV Eindhoven,Netherlands-Eredivisie,NE,21,1726,3,-,7.31
464,Santiago Arias,2013/2014,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,6,540,1,-,7.09
465,Santiago Arias,2013/2014,PSV Eindhoven,Netherlands-Eredivisie,NE,25,2181,5,-,7.14
466,Santiago Arias,2014,Colombia,International-FIFA-World-Cup,WC,3,124,-,-,6.35
467,Marcin Kamiński,2017/2018,VfB Stuttgart,Germany-Bundesliga,GB,23,1135,-,-,6.47
468,Marcin Kamiński,2016/2017,VfB Stuttgart,Germany-Bundesliga-II,GB2,23,2021,1,1,6.88
469,Marcin Kamiński,2015/2016,Lech Poznan,Europe-UEFA-Europa-League,UEL,5,450,-,-,6.79
470,Daler Kuzyayev,2017/2018,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,7,540,2,-,7.05
471,Daler Kuzyayev,2017/2018,Zenit St. Pet..,Russia-Premier-League,RPL,26,1997,3,-,7.08
472,Daler Kuzyayev,2016/2017,FK Akhmat,Russia-Premier-League,RPL,27,2396,4,-,6.87
473,Daler Kuzyayev,2015/2016,FK Akhmat,Russia-Premier-League,RPL,21,1652,5,-,7.0
474,Daler Kuzyayev,2014/2015,FK Akhmat,Russia-Premier-League,RPL,21,1203,4,-,6.51
475,Daler Kuzyayev,2013/2014,FK Akhmat,Russia-Premier-League,RPL,1,10,-,-,6.13
476,Guillermo Varela,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,7,431,1,-,6.64
477,Guillermo Varela,2015/2016,Manchester Un..,Europe-UEFA-Europa-League,UEL,3,226,-,-,7.1
478,Guillermo Varela,2015/2016,Manchester Un..,Europe-UEFA-Champions-League,UCL,1,90,1,-,7.11
479,Guillermo Varela,2015/2016,Manchester Un..,England-Premier-League,EPL,4,315,1,-,6.83
480,Diego Laxalt,2017/2018,Genoa,Italy-Serie-A,ISA,32,2810,2,-,6.77
481,Diego Laxalt,2016/2017,Genoa,Italy-Serie-A,ISA,36,3141,5,-,6.79
482,Diego Laxalt,2015/2016,Genoa,Italy-Serie-A,ISA,35,3074,3,-,6.93
483,Diego Laxalt,2014/2015,Empoli,Italy-Serie-A,ISA,4,93,1,-,6.08
484,Diego Laxalt,2014/2015,Genoa,Italy-Serie-A,ISA,8,214,2,-,6.33
485,Diego Laxalt,2013/2014,Bologna,Italy-Serie-A,ISA,15,830,-,-,6.65
486,Marcelo Brozovic,2017/2018,Inter,Italy-Serie-A,ISA,31,1924,9,-,7.2
487,Marcelo Brozovic,2016/2017,Inter,Italy-Serie-A,ISA,23,1738,7,-,7.14
488,Marcelo Brozovic,2016/2017,Inter,Europe-UEFA-Europa-League,UEL,3,213,-,1,6.53
489,Marcelo Brozovic,2015/2016,Inter,Italy-Serie-A,ISA,32,2388,7,-,7.06
490,Marcelo Brozovic,2014/2015,Inter,Italy-Serie-A,ISA,15,1058,7,-,6.85
491,Marcelo Brozovic,2014/2015,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,6,540,1,-,7.28
492,Marcelo Brozovic,2016,Croatia,International-European-Championship,UEC,3,270,1,-,6.91
493,Marcelo Brozovic,2013/2014,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,6,445,-,-,6.65
494,Marcelo Brozovic,2014,Croatia,International-FIFA-World-Cup,WC,1,29,-,-,6.24
495,Marcelo Brozovic,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,522,1,-,6.35
496,Hörður Björgvin Magnússon,2017/2018,Bristol City,England-Championship,EC,24,1505,-,-,6.64
497,Hörður Björgvin Magnússon,2016/2017,Bristol City,England-Championship,EC,28,2368,1,-,6.89
498,Hörður Björgvin Magnússon,2014/2015,Cesena,Italy-Serie-A,ISA,12,996,1,-,6.68
499,Mohamed Elneny,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,12,838,-,-,7.01
500,Mohamed Elneny,2017/2018,Arsenal,England-Premier-League,EPL,13,870,3,1,6.47
501,Mohamed Elneny,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,5,81,-,-,6.28
